gene,Control,Control,Control,M2b,M2b,M2b
Tomm40,92,67,80,68,167,62
Pvrl2,61,26,17,20,106,54
Bcam,0,0,0,2,2,7
Cblc,0,0,0,1,11,1
Bcl3,272,350,137,261,411,456
Gm19345,2,4,0,4,0,0
Ceacam16,4,2,12,0,0,0
Ceacam19,10,2,2,2,11,5
Pvr,211,338,205,263,490,521
Igsf23,0,0,0,0,0,0
Ceacam20,0,8,0,0,15,7
Nlrp9b,18,0,0,0,7,0
Vmn1r91,0,0,0,0,0,0
Gm16442,0,0,0,0,0,0
Gm16451,0,0,0,0,0,0
Gm10666,16,0,0,0,0,0
Vmn1r93,16,0,0,0,0,0
Vmn1r142,0,0,0,0,0,0
Vmn1r94,0,0,0,0,0,0
Vmn1r95,0,0,0,0,0,0
Vmn1r143,0,0,0,0,0,0
Gm6164,0,0,0,0,0,0
Gm8653,0,0,0,0,0,0
Gm8453,18,0,0,0,0,0
Vmn1r118,18,0,0,0,0,0
Gm4498,18,0,0,0,0,0
Gm4187,0,0,0,0,0,0
Gm4133,0,0,0,0,0,0
Vmn1r-ps79,4,0,0,0,0,0
Gm8660,0,0,0,0,0,0
Gm5728,0,0,0,0,0,0
Vmn1r100,0,0,0,0,0,0
Vmn1r149,0,0,0,0,0,0
Vmn1r101,0,0,0,0,0,0
Gm10670,0,0,0,0,0,0
Gm10665,0,0,0,0,0,0
Vmn1r103,0,0,0,0,0,0
Vmn1r152,0,0,0,0,0,0
Vmn1r104,0,0,0,0,0,0
Gm5726,0,0,0,0,0,0
Gm8677,0,0,0,0,0,0
Gm4141,0,0,0,0,0,0
Gm4201,0,0,0,0,0,0
Gm4541,0,4,0,0,0,0
Vmn1r165,0,0,0,0,0,0
Vmn1r130,0,0,0,0,0,0
Vmn1r155,0,0,0,0,0,0
Vmn1r107,0,0,0,0,0,0
Vmn1r137,0,0,0,0,0,0
Vmn1r166,0,33,0,0,0,0
Vmn1r138,0,33,0,0,0,0
Vmn1r131,0,33,0,0,0,0
Vmn1r111,0,33,0,0,0,0
Gm6902,0,0,0,9,15,0
Gm4567,0,0,0,6,10,0
Vmn1r112,0,0,0,0,0,0
Vmn1r113,0,0,0,0,0,0
Vmn1r114,8,0,0,0,0,0
Vmn1r115,0,0,0,0,0,0
Vmn1r116,0,0,0,0,0,0
Vmn1r117,0,0,0,0,0,0
Vmn1r119,0,0,0,0,0,0
Vmn1r120,0,0,0,0,0,0
Vmn1r121,0,0,0,0,0,0
Vmn1r122,0,0,0,0,0,0
Vmn1r123,0,0,0,0,0,0
Vmn1r124,0,0,0,0,0,0
Vmn1r125,0,0,0,0,0,0
Vmn1r126,0,0,0,0,0,0
Gm4175,0,0,0,0,0,0
Gm4214,0,0,0,0,0,0
Vmn1r127,0,0,0,0,0,0
Vmn1r128,0,0,0,0,0,0
Vmn1r129,0,0,0,0,0,0
Vmn1r132,0,0,0,0,0,0
Vmn1r139,0,0,0,0,0,0
Gm4216,0,0,0,0,0,0
Gm4177,0,0,0,0,0,0
Vmn1r135,0,0,0,0,0,0
Vmn1r163,0,0,0,0,0,0
Gm5725,8,0,0,0,0,0
Gm8720,8,0,0,0,0,0
Gm5891,0,0,0,0,0,0
Gm10662,0,0,0,0,0,0
Vmn1r148,3,0,0,0,0,0
Vmn1r151,0,0,0,0,0,0
Gm8693,12,0,0,0,0,0
Vmn1r157,0,0,0,0,0,0
Vmn1r158,0,0,0,0,0,0
Vmn1r159,0,0,0,0,0,0
Vmn1r160,0,0,0,0,0,0
Nlrp4e,0,0,0,0,0,0
Nlrp5,0,7,0,10,0,0
Vmn1r167,0,0,0,0,0,0
Vmn1r168,0,0,0,0,0,0
Vmn1r169,0,0,0,0,0,0
Vmn1r170,0,0,0,0,0,0
Vmn1r171,0,0,0,0,0,0
Vmn1r172,0,0,0,0,0,0
Vmn1r173,0,0,0,0,0,0
Vmn1r174,0,0,0,0,0,0
Vmn1r175,0,0,0,0,0,0
Vmn1r176,0,0,0,0,0,0
Vmn1r177,0,0,0,0,0,0
Vmn1r178,0,0,0,0,0,0
Vmn1r179,0,0,0,0,0,2
Vmn1r180,0,0,0,0,0,0
Vmn1r181,0,0,0,0,0,0
V1rd18,0,0,0,0,0,0
V1rd19,0,0,0,0,0,0
Vmn1r183,0,0,0,0,0,0
Zfp180,111,100,177,55,125,97
Zfp112,18,1,2,0,11,1
Zfp235,7,3,20,0,9,3
Zfp114,0,0,1,0,2,0
Zfp111,90,15,43,8,47,54
Zfp109,15,17,12,6,6,13
Zfp108,10,2,0,0,4,4
Zfp93,1,0,3,0,0,1
Zfp61,5,9,1,5,22,4
Zfp94,12,11,10,1,6,14
Tescl,0,0,0,0,0,0
Lypd5,0,0,0,0,0,0
Kcnn4,121,74,88,59,110,188
Smg9,116,70,167,74,191,148
Irgc1,0,0,0,0,0,0
Plaur,351,642,526,821,704,669
Cadm4,6,6,1,12,4,3
Zfp428,9,5,0,0,1,0
Irgq,74,47,28,49,77,49
Pinlyp,0,0,0,0,0,0
Xrcc1,53,24,51,20,45,58
Zfp575,0,0,0,0,0,0
Ethe1,56,29,20,24,33,48
Phldb3,31,17,38,15,44,43
Lypd3,0,0,0,4,1,0
Gm4598,0,0,0,0,0,0
Tex101,0,0,0,0,0,0
BC049730,0,0,0,0,0,0
Gm4763,0,0,0,0,0,0
Cd177,16,0,0,27,36,61
Ceacam10,0,0,0,0,0,0
Gm5893,0,4,4,0,0,0
Lypd4,0,0,0,0,0,0
Dmrtc2,0,0,0,0,0,0
Rps19,847,740,1145,1144,1133,1252
Cd79a,123,113,185,265,103,64
Arhgef1,254,245,392,215,469,495
Rabac1,98,61,118,102,82,73
Mir7046,0,0,0,0,2,0
Atp1a3,51,65,85,98,170,139
Mir7047,0,0,0,0,0,0
Grik5,0,2,6,1,15,3
Zfp574,106,73,77,65,132,113
Pou2f2,227,125,240,274,405,346
Mir6537,6,14,8,14,21,22
D930028M14Rik,0,0,0,0,0,0
Dedd2,61,93,216,207,142,121
Mir7048,0,0,0,0,6,0
Zfp526,47,57,51,68,67,79
Gsk3a,161,135,173,149,192,251
9130221H12Rik,28,12,37,32,16,16
Erf,97,71,72,67,167,136
Cic,765,421,686,439,964,964
Pafah1b3,26,5,9,7,21,7
Prr19,0,1,0,0,0,0
Tmem145,0,0,0,0,0,0
Megf8,103,39,44,54,76,66
Cnfn,0,0,0,0,1,0
4732471J01Rik,2,0,37,0,2,4
Lipe,145,45,63,51,154,94
Cxcl17,0,0,0,0,0,0
Ceacam1,432,280,57,95,243,163
Ceacam2,87,54,9,6,12,26
Erich4,4,0,0,0,1,0
Atp5sl,21,1,37,11,48,42
B3gnt8,27,9,8,4,14,14
Bckdha,26,16,44,49,47,57
Exosc5,1,1,2,20,34,1
Tmem91,0,0,0,1,0,1
B9d2,24,11,24,31,22,49
Tgfb1,763,571,578,552,770,996
Ccdc97,185,127,136,166,201,162
Hnrnpul1,822,577,841,722,976,1016
Axl,4634,3166,3508,3330,3048,3398
Cyp2s1,1,0,0,1,0,17
Cyp2b10,0,0,0,0,0,0
Cyp2b13,0,5,0,0,0,0
Cyp2b9,0,0,0,0,0,0
Vmn1r184,0,0,0,0,0,0
Cyp2a4,1,0,0,0,0,0
Nlrp9c,0,0,0,0,0,0
Nlrp4a,0,0,0,0,0,0
Nlrp9a,0,0,0,0,0,0
Vmn1r185,0,0,0,0,0,0
Cyp2b23,0,0,0,0,0,0
Cyp2b19,3,0,0,0,3,0
Cyp2g1,0,0,0,0,0,0
Cyp2a5,2,0,0,0,0,0
Cyp2a22,0,0,0,0,0,0
Cyp2a12,0,0,0,0,0,0
Cyp2f2,2,0,0,0,0,0
Cyp2t4,0,0,0,0,0,0
Egln2,157,143,121,140,206,214
Rab4b,64,37,95,84,96,100
Mir3101,0,1,3,2,0,7
Mia,0,0,1,0,0,7
Snrpa,133,118,108,130,140,193
BC024978,86,44,27,26,54,58
Itpkc,85,110,96,103,178,232
Adck4,101,59,53,72,100,93
Numbl,37,30,6,10,52,50
Ltbp4,291,185,208,102,138,74
Shkbp1,122,34,60,46,101,84
Sptbn4,10,6,15,17,6,10
Blvrb,1135,748,548,420,459,538
Sertad3,33,16,7,29,32,80
Sertad1,259,110,170,118,279,428
Prx,4,7,6,0,35,46
Hipk4,0,0,6,3,0,7
Pld3,983,748,787,572,659,693
2310022A10Rik,255,244,299,302,404,453
Akt2,237,250,196,199,288,363
Ttc9b,0,0,0,0,0,0
Map3k10,36,20,9,41,66,48
C030039L03Rik,2,0,4,0,1,15
Zfp60,13,28,20,28,36,21
Gm10046,12,0,0,0,0,0
Zfp626,81,10,49,62,43,41
Zfp59,45,22,23,25,14,48
Zfp607,22,40,37,64,95,18
1700049G17Rik,6,3,1,10,5,30
Zfp780b,68,44,63,45,39,69
Zfp850,20,25,30,19,15,16
Psmc4,543,403,311,275,419,639
Fcgbp,16,7,7,1,16,5
9530053A07Rik,0,0,10,0,0,2
Fbl,190,149,161,262,177,147
Dyrk1b,26,38,34,40,79,54
Eid2,14,5,0,4,0,1
Eid2b,20,9,28,0,3,17
BC089491,0,4,0,3,0,0
Dll3,0,2,0,0,0,10
Timm50,110,60,18,60,44,69
Supt5,691,601,544,617,1261,885
Rps16,555,545,876,837,973,1006
AF357399,0,0,4,0,0,3
Plekhg2,242,213,124,120,428,436
Zfp36,3216,5260,3154,4380,3175,2754
Med29,142,126,97,116,186,208
Paf1,617,742,499,549,1435,1233
Samd4b,409,441,329,356,559,567
Gmfg,37,31,50,78,143,98
Lrfn1,0,5,0,0,6,14
Mir466f-2,0,0,0,0,0,0
1700028B04Rik,0,0,0,0,0,0
Ifnl2,0,0,0,0,0,0
Ifnl3,0,0,0,0,0,0
Sycn,0,35,0,0,0,0
Nccrp1,0,0,7,0,3,2
Pak4,77,41,30,73,97,82
Mir7049,0,0,0,0,0,0
Papl,0,0,0,0,0,0
Fbxo27,0,0,0,0,0,0
Fbxo17,0,0,0,0,0,0
Mrps12,9,12,1,17,37,22
Sars2,20,17,10,10,24,19
Gm6537,0,0,0,0,0,0
Nfkbib,413,623,616,746,895,850
Sirt2,389,368,304,292,445,527
Gm19897,0,0,4,1,0,1
Rinl,45,16,55,24,86,62
Hnrnpl,381,443,341,347,815,624
Ech1,70,29,61,35,38,57
Lgals4,94,63,14,13,167,173
Lgals6,94,63,14,13,166,168
Lgals7,0,0,0,0,0,1
Capn12,0,5,0,0,0,1
Actn4,1485,1673,1639,1581,2475,2583
Eif3k,252,212,240,254,315,331
Map4k1,69,27,98,92,91,97
Ryr1,96,84,107,78,143,159
Mir1963,0,0,0,0,0,0
Rasgrp4,19,31,31,71,59,79
Fam98c,18,12,9,23,49,17
Spred3,11,16,30,25,21,10
Ggn,11,0,5,1,8,4
Psmd8,702,901,766,991,1024,935
Catsperg1,9,0,0,4,18,20
Kcnk6,106,130,84,100,154,103
Yif1b,76,30,82,55,36,47
2200002D01Rik,70,35,21,0,73,87
Spint2,42,20,17,9,38,15
Ppp1r14a,1,7,21,5,9,14
Dpf1,22,36,22,34,6,9
Sipa1l3,286,192,129,171,399,472
Catsperg2,0,0,0,0,12,0
Zfp84,219,158,171,91,217,170
Mir1964,0,0,0,0,1,2
Zfp30,5,0,9,0,0,9
Zfp790,146,86,166,67,136,134
Zfp940,9,4,0,2,7,1
Zfp420,5,15,22,0,17,15
Zfp27,36,59,19,30,68,54
Mir7668,0,0,0,0,0,0
Zfp383,18,1,6,0,11,13
Zfp74,20,4,14,11,36,30
Zfp568,104,97,124,68,165,157
Zfp14,2,11,0,0,13,2
Zfp82,20,0,28,6,24,13
Zfp566,3,5,10,7,11,6
Zfp260,157,131,127,54,199,190
Zfp382,105,184,87,202,139,92
Zfp146,128,56,92,69,121,101
Gm5113,8,0,3,0,3,1
Cox7a1,1,0,2,2,2,1
Capns1,538,450,402,326,647,563
Tbcb,199,111,69,131,222,233
Polr2i,40,14,33,28,52,58
Ovol3,0,0,0,0,0,8
Wdr62,42,36,16,14,115,65
Clip3,0,2,7,0,6,9
Alkbh6,54,14,46,31,59,55
Syne4,0,0,5,0,0,3
Sdhaf1,41,8,26,44,85,51
Lrfn3,0,0,0,0,0,3
Tyrobp,621,354,692,659,931,1281
Hcst,1,5,7,16,0,22
Nfkbid,168,185,218,298,920,745
Aplp1,4,4,6,1,21,1
Kirrel2,0,0,0,0,0,0
Nphs1,0,1,0,0,1,0
Nphs1os,0,0,0,0,0,0
Prodh2,0,0,0,0,0,3
Arhgap33os,0,1,0,0,0,0
Arhgap33,0,0,0,0,0,0
Proser3,9,4,1,0,5,3
Gm38670,0,0,1,0,0,0
Hspb6,2,2,7,35,5,8
Lin37,37,52,43,24,69,40
Psenen,215,202,154,172,198,284
U2af1l4,50,49,91,40,84,80
Igflr1,18,11,2,0,8,6
Kmt2b,651,388,463,341,1158,904
Mir3569,0,0,7,2,6,0
Zbtb32,98,71,52,50,121,130
Upk1a,3,3,0,0,7,1
Cox6b1,243,134,174,202,339,349
Etv2,0,0,0,0,0,0
Rbm42,360,239,283,185,558,505
Haus5,4,7,13,10,28,12
Pmis2,0,0,0,0,0,0
2200002J24Rik,0,0,0,0,0,0
Atp4a,0,0,3,1,0,0
Tmem147,7,7,27,10,11,8
Gapdhs,3,0,0,1,0,0
Sbsn,2,2,2,13,16,14
Dmkn,1,9,12,11,36,41
Krtdap,0,0,0,0,0,0
Ffar2,0,0,0,0,2,0
Ffar3,0,0,0,0,0,0
Ffar1,1,0,1,4,0,0
Cd22,77,114,275,267,57,90
Mag,0,0,0,5,0,1
Hamp2,0,6,3,15,1,7
Hamp,0,16,19,64,6,19
Usf2,417,495,319,500,347,467
Lsr,2,7,12,5,27,38
Fam187b,1,1,0,0,0,0
Fxyd5,736,549,722,675,1020,1093
Mir7050,8,3,7,8,0,2
Fxyd7,0,0,0,0,0,0
Fxyd1,4,5,1,0,0,10
Lgi4,6,3,4,6,1,9
Fxyd3,9,0,0,0,0,0
Hpn,5,3,3,16,6,23
Scn1b,13,13,26,32,28,45
Gramd1a,158,166,320,326,376,338
Gm10640,0,0,0,0,0,0
Scgb1b2,0,0,0,0,0,0
Scgb2b2,0,0,0,0,0,0
Scgb2b3,0,0,0,0,0,0
Scgb1b3,0,0,0,0,0,0
Scgb2b7,0,0,0,0,0,0
Scgb1b7,0,0,0,0,0,0
Scgb2b12,0,0,0,0,0,0
Scgb1b29,0,0,0,0,0,0
Scgb2b17,0,0,0,0,0,0
Scgb2b15,0,0,0,0,0,0
Scgb2b19,0,0,0,0,0,0
Scgb1b19,0,0,0,0,0,0
Scgb2b20,0,0,0,0,0,0
Scgb1b20,0,0,0,0,0,0
Scgb2b23-ps,0,0,0,0,0,0
Scgb2b24,0,0,0,0,0,0
Scgb1b24,0,0,0,0,0,0
Scgb2b26,0,0,0,0,0,0
Scgb2b27,0,0,0,0,0,0
Scgb1b27,0,0,0,0,0,0
Scgb1b30,0,0,0,0,0,0
Wtip,10,10,11,4,2,1
Uba2,310,177,166,254,441,293
Pdcd2l,41,71,87,55,67,55
Gpi1,959,595,826,874,807,711
4931406P16Rik,206,215,321,288,239,290
Lsm14a,512,409,502,362,767,583
Kctd15,5,0,0,7,0,0
Chst8,0,0,0,0,0,0
Pepd,463,358,317,329,267,254
Cebpg,381,303,571,473,353,272
Cebpa,748,881,682,640,519,438
Slc7a10,3,0,2,0,0,0
Lrp3,6,5,4,3,0,0
Gpatch1,138,86,86,67,113,100
Rhpn2,20,33,2,4,10,4
Faap24,24,8,18,76,33,30
Cep89,17,9,18,24,14,18
Slc7a9,0,0,0,0,0,2
Tdrd12,0,0,0,0,0,0
Nudt19,9,0,1,7,17,10
Rgs9bp,2,5,0,0,0,0
Ankrd27,108,92,82,101,190,74
Pdcd5,128,144,82,88,169,215
Dpy19l3,19,4,47,53,8,13
Zfp507,35,36,52,115,55,13
E130304I02Rik,0,0,0,0,0,0
Tshz3,0,1,0,0,2,3
Zfp536,5,0,0,0,0,4
Uri1,60,43,50,93,67,116
Ccne1,6,9,6,16,40,26
1600014C10Rik,66,21,60,66,84,72
Plekhf1,2,1,0,1,3,3
Pop4,9,58,56,33,50,88
Gm5591,0,8,0,0,0,0
Gm21276,0,0,0,0,0,0
Gm5114,0,1,0,0,0,0
Zfp939,0,1,0,3,2,0
Zfp619,26,18,39,27,51,37
4933402C06Rik,0,0,0,0,0,0
A230077H06Rik,1,6,0,0,0,0
Vstm2b,0,0,0,0,9,0
4930433I11Rik,0,0,0,0,0,0
Gm4884,0,0,0,0,0,0
1700110I07Rik,0,0,0,0,0,5
Gm5592,0,0,0,0,0,0
AI987944,52,33,28,16,21,51
Vmn2r57,0,0,0,2,0,0
AW146154,9,8,10,14,6,9
Zfp788,18,5,9,11,8,7
Vmn2r-ps54,0,0,0,0,0,0
Vmn2r58,0,0,0,0,0,0
Vmn2r59,0,0,0,0,0,0
Vmn2r60,0,6,0,0,0,0
Vmn2r61,0,3,0,0,0,0
Vmn2r-ps60,0,0,0,0,0,0
4933421I07Rik,0,0,0,0,0,0
Zfp141,20,3,5,12,19,15
9830147E19Rik,1,0,3,0,0,4
Gm5595,15,0,19,15,8,6
Vmn2r62,0,0,0,0,0,0
Gm2381,0,0,0,0,0,0
Vmn2r63,5,0,0,0,2,0
Gm9268,4,0,0,0,0,0
Zfp936,0,0,3,0,0,0
EU599041,0,0,0,0,0,0
Zfp715,90,113,82,195,245,158
Siglecf,8,7,15,7,0,14
Siglecg,30,4,38,52,52,59
Lim2,0,0,0,0,0,0
Nkg7,0,0,0,0,8,4
Cldnd2,0,0,0,0,0,0
Etfb,48,29,47,33,69,90
Mir7051,0,0,1,0,0,2
Vsig10l,0,12,1,1,13,16
Iglon5,2,1,0,0,0,4
4931406B18Rik,0,0,2,0,0,0
Cd33,67,147,478,559,65,49
Zfp658,3,22,50,34,12,19
Zfp719,47,59,38,41,73,66
Zfp819,12,4,0,6,0,15
Ceacam18,0,3,3,0,11,0
Siglece,28,35,67,82,75,48
Ctu1,19,6,7,9,32,27
Klk14,1,0,0,0,0,0
Klk13,0,0,0,0,0,0
2310002F09Rik,0,0,0,0,0,0
Klk12,0,0,0,0,0,0
Klk11,0,0,0,0,0,0
Klk10,0,0,0,0,0,0
Klk9,0,0,0,0,0,0
Klk8,0,0,0,0,5,2
Klk7,0,0,0,0,0,0
Klk6,0,0,0,0,0,0
Klk5,0,0,0,0,0,0
Klk4,0,0,0,0,0,0
Klk15,0,0,0,0,0,0
Klk1b7-ps,0,0,0,0,0,0
Klk1b8,0,0,0,0,0,0
Klk1b1,0,0,0,0,0,0
Klk1b9,0,0,0,0,0,0
Klk1b11,0,0,2,0,0,2
Klk1b26,0,0,0,0,0,0
Egfbp2,0,0,0,0,0,0
Klk1b27,0,0,0,4,0,0
Klk1b21,3,1,3,0,0,0
Klk1b22,0,0,0,0,0,0
Klk1b16,0,0,0,0,0,0
Klk1b24,0,0,0,0,0,0
Klk1b3,0,0,0,0,0,0
Klk1b4,0,0,0,2,0,0
Klk1b5,0,2,0,0,0,0
Klk1,21,42,0,1,3,12
1700028J19Rik,0,0,0,0,0,0
2410002F23Rik,56,29,30,35,41,106
Snord88c,0,0,0,11,0,0
Snord88a,1,0,0,0,0,10
Acpt,0,0,0,0,0,0
Clec11a,8,4,2,7,10,7
Shank1,2,5,10,24,24,10
1700008O03Rik,1,0,0,0,0,0
Syt3,1,0,0,6,0,3
Lrrc4b,0,1,0,0,0,0
Aspdh,6,2,0,0,0,5
Josd2,13,0,2,2,4,19
Mir7052,0,0,0,0,0,0
5430431A17Rik,0,0,0,0,0,0
Emc10,120,60,86,62,131,84
Fam71e1,0,0,0,0,0,5
Mybpc2,34,6,8,6,73,65
Spib,31,25,26,51,85,49
Pold1,55,16,26,7,42,18
Mir7053,0,0,0,0,0,0
Nr1h2,222,211,227,219,455,414
Napsa,45,27,47,34,115,165
Kcnc3,0,1,3,18,7,7
Myh14,73,79,12,6,74,74
Izumo2,0,0,0,0,0,0
Zfp473,5,2,1,0,11,2
Vrk3,60,45,81,43,72,101
Atf5,42,16,45,27,54,95
Nup62-il4i1,334,320,140,150,645,808
Nup62,262,265,150,149,546,508
Il4i1,338,319,144,150,653,808
Tbc1d17,109,90,61,42,227,171
Akt1s1,113,74,69,64,164,157
Mir707,1,3,0,0,0,1
Pnkp,34,45,75,14,89,49
Ptov1,100,63,98,63,76,112
Med25,95,66,91,109,116,171
Fuz,1,3,11,23,0,3
Ap2a1,158,152,198,122,284,300
Tsks,0,0,0,0,0,0
Cpt1c,0,0,0,0,1,5
Prmt1,110,105,57,94,118,114
Gm15545,2,2,3,1,0,0
Bcl2l12,6,9,6,2,9,7
Irf3,108,67,67,43,102,129
Scaf1,335,223,261,195,422,362
Mir7054,0,0,0,0,0,0
Rras,42,12,41,20,95,57
Prr12,55,47,43,52,86,146
Prrg2,13,10,21,24,13,21
Nosip,131,48,95,53,143,124
Rcn3,27,16,13,18,19,32
Fcgrt,93,62,80,177,93,32
Mir150,0,0,0,4,0,0
Rps11,728,702,1348,1311,1106,1084
Snord35b,0,8,0,6,6,5
Rpl13a,2247,1997,3346,3873,3498,3627
Snord35a,8,7,19,12,38,17
Snord34,12,40,62,44,24,35
Snord33,7,21,73,101,14,40
Mir5121,52,53,150,180,78,128
Snord32a,5,10,29,39,20,23
Flt3l,3,7,0,0,9,0
Aldh16a1,121,31,90,35,54,66
Pih1d1,45,38,27,29,55,66
Slc17a7,0,0,2,0,0,0
Mir7055,0,0,0,0,0,0
Gfy,7,0,0,0,0,0
Pth2,0,0,0,0,0,0
Ccdc155,2,0,0,0,0,0
Dkkl1,1,0,4,9,0,5
Tead2,2,0,0,0,6,4
Cd37,49,29,119,145,48,28
1700039E15Rik,0,0,0,0,0,0
Trpm4,54,26,73,49,83,126
Rpl14-ps1,268,362,485,569,387,416
Hrc,4,7,6,1,65,28
Ppfia3,11,15,13,23,22,45
Mtag2,0,0,0,2,0,0
Lin7b,5,0,0,0,0,0
Snrnp70,406,286,341,384,902,844
Kcna7,0,0,0,0,0,0
Ntf5,0,0,0,0,0,0
Lhb,0,0,0,0,0,0
Ruvbl2,91,51,60,100,75,98
Gys1,8,3,41,32,54,32
Ftl1,42490,38839,28310,31700,32192,35908
Bax,189,131,136,108,197,235
Dhdh,35,20,15,53,23,26
Tulp2,0,0,0,0,0,2
Nucb1,653,548,677,611,917,918
Ppp1r15a,2957,4350,4260,6377,5452,4482
Plekha4,10,4,7,23,8,6
Hsd17b14,0,0,0,0,0,0
0610005C13Rik,37,0,0,0,2,4
Bcat2,64,23,55,48,25,65
Fgf21,0,0,0,0,0,0
Fut1,0,0,0,0,0,20
Izumo1,0,0,4,0,0,0
Rasip1,2,8,11,0,8,8
Mamstr,0,0,0,0,2,1
Fut2,6,0,0,0,1,5
Sec1,0,0,0,0,0,3
Ntn5,0,0,0,0,0,2
Car11,0,0,1,0,0,0
Dbp,7,10,5,14,9,16
Sphk2,306,184,185,149,324,276
Rpl18,764,719,1004,1249,1082,1050
Fam83e,0,8,2,0,11,14
Spaca4,0,0,0,0,0,0
Sult2b1,1,0,3,11,1,3
Lmtk3,2,0,0,3,0,0
Cyth2,155,155,175,152,219,256
Kcnj14,2,0,0,0,0,22
Grwd1,69,45,58,59,41,44
Grin2d,0,0,1,0,10,0
Kdelr1,110,85,82,103,69,107
Syngr4,0,0,0,0,0,0
Tmem143,6,8,12,1,6,5
Emp3,550,289,372,313,436,640
Ccdc114,0,3,0,3,9,0
Abcc6,0,4,0,0,2,0
Nomo1,213,89,182,104,220,172
Kcnj11,0,0,0,0,0,0
Abcc8,6,0,0,0,3,0
Ush1c,5,7,1,0,18,22
Otog,0,0,0,0,2,0
Munc,0,0,0,0,0,0
Myod1,9,0,0,0,0,0
Kcnc1,3,0,2,0,1,0
Sergef,20,13,41,22,36,11
Tph1,0,0,0,0,3,0
Saal1,61,9,27,32,17,43
Saa3,1,2,2,2,133,150
Saa4,0,0,0,0,9,0
Saa1,6,1,0,2,0,8
Saa2,0,0,0,0,0,0
Hps5,82,100,65,144,138,106
Gtf2h1,453,627,479,574,769,573
Ldha,504,605,513,691,677,617
Ldhc,1,0,0,0,0,1
Tsg101,261,168,172,150,288,214
Uevld,82,23,30,10,22,31
C86187,0,0,0,0,0,0
Gm9999,0,0,0,0,0,0
Spty2d1,737,533,705,763,1322,1076
Tmem86a,101,12,41,26,41,53
Ptpn5,12,0,0,6,3,1
Mir7056,0,0,0,0,0,0
Mrgpra6,1,1,0,0,2,0
Mrgpra9,0,0,0,0,0,0
Mrgpra1,0,0,0,0,0,0
Mrgpra2a,2,0,0,0,8,8
Mrgpra2b,2,0,0,0,11,14
Mrgpra3,0,0,0,0,0,0
Mrgpra4,0,0,0,0,0,0
Mrgprx1,0,0,0,0,0,0
Mrgprb5,0,0,0,0,0,0
Mrgprb4,0,0,0,0,0,0
Mrgprb8,0,0,0,0,0,0
Mrgprb1,0,0,0,0,0,0
Mrgprx2,0,0,0,0,0,0
Mrgprb2,0,0,0,0,0,0
Mrgprb3,0,0,0,0,0,0
Zdhhc13,96,37,60,53,167,27
Csrp3,0,0,0,0,0,0
E2f8,18,17,7,3,56,20
Nav2,37,30,67,49,67,62
Dbx1,0,0,0,0,0,0
Htatip2,80,50,122,83,110,165
Prmt3,41,38,49,104,149,58
Slc6a5,0,20,0,0,2,0
Nell1,11,0,0,0,0,0
Nell1os,0,0,0,0,0,0
4933405O20Rik,0,0,0,0,0,0
Ano5,10,12,0,0,5,0
Slc17a6,0,0,0,0,0,0
Fancf,5,3,1,0,22,5
Gas2,4,11,3,0,18,6
Svip,0,3,6,0,26,3
1700015G11Rik,0,0,0,0,0,0
Mir6238,0,0,0,0,0,0
Luzp2,0,2,0,0,0,0
Siglech,57,77,222,416,34,6
Tubgcp5,66,49,95,63,53,33
Cyfip1,1480,918,772,783,1967,1590
Nipa2,197,145,133,159,153,143
A230056P14Rik,2,4,2,0,5,0
Nipa1,0,0,7,0,5,0
Herc2,741,522,547,393,1316,1151
Oca2,0,1,0,0,0,0
Gabrg3,0,9,0,0,0,0
Gm9962,0,0,0,0,0,0
Gabra5,0,0,0,0,0,0
Mir6389,0,0,0,0,0,0
Gabrb3,0,0,0,0,0,0
Atp10a,98,42,58,61,127,159
Ube3a,545,488,543,394,927,620
C230091D08Rik,0,0,0,0,0,0
Ipw,0,0,0,0,0,0
Snord116l1,7,0,0,0,1,0
Snord116,7,0,0,0,1,0
Snord116l2,7,0,0,0,1,0
Snhg14,0,0,0,0,0,0
Snord64,0,0,0,0,0,0
Snurf,0,0,0,0,0,0
Snrpn,0,0,0,0,0,0
B230209E15Rik,0,0,0,0,0,0
Mir344d-1,0,0,0,0,0,0
Mir344d-2,0,0,0,0,0,0
A230057D06Rik,3,0,0,0,0,0
Mir344d-3,0,0,0,0,0,0
Mir344e,0,0,0,0,0,0
Mir344h-1,0,3,0,0,0,0
Mir344h-2,0,3,0,0,0,0
Mir344b,0,0,0,0,0,0
Mir344c,0,0,0,0,0,0
Mir344,0,0,0,0,0,0
Mir344-2,0,0,0,0,0,0
A330076H08Rik,0,0,0,0,0,0
Mir344g,0,0,0,0,0,0
Mir344f,0,0,0,0,0,0
Mir344i,0,0,0,0,0,0
Ndn,10,0,0,0,1,0
Magel2,0,0,0,0,0,0
Mkrn3,0,0,0,0,0,0
Peg12,0,0,2,1,1,0
Chrna7,0,7,0,0,0,0
4930554H23Rik,3,10,0,0,0,0
Otud7a,0,1,0,0,0,0
Klf13,574,242,458,240,553,669
E030018B13Rik,0,2,1,7,0,13
Trpm1,0,9,0,3,0,0
Mir211,0,0,0,0,0,0
Mir6416,0,0,0,0,0,0
Mtmr10,695,788,766,822,266,301
Fan1,5,1,14,5,15,14
Mphosph10,198,184,216,295,113,260
