Geneid,Control,Control,Control,M1,M1,M1,M2a,M2a,M2a,M2c,M2c,M2c
387158,4,1,3,5,6,7,4,2,3,8,2,3
17463,1626,2076,1991,1634,1677,1477,1381,1700,1627,2516,1947,1771
109215,0,0,0,0,0,0,0,0,0,0,0,0
11906,1323,1193,1804,1662,1658,1351,867,959,965,2144,1529,1441
100526511,0,0,0,0,2,1,0,0,0,0,0,0
628686,0,0,0,0,0,0,0,0,0,0,0,0
384864,46,44,47,59,35,23,32,41,47,45,52,44
56523,0,0,0,0,0,0,0,0,0,0,0,0
64340,2283,2506,2801,2572,2536,2208,2187,2710,2599,3780,2770,2644
234723,174,262,222,174,188,170,137,160,156,280,213,224
15439,78,118,120,48,51,37,27,31,25,185,119,127
56749,283,338,312,292,294,267,159,181,206,401,274,276
244646,19,23,27,25,22,29,13,25,38,42,39,27
71955,1349,1613,1628,1664,1670,1476,1250,1624,1487,3344,2722,2478
75871,129,163,163,152,155,128,66,71,56,443,287,313
52335,1562,1509,1933,1960,1798,1619,1008,1235,1189,2264,1811,1659
11765,3078,2962,3717,3569,3513,3000,2559,3176,2815,5824,4482,4001
100217432,5,4,3,6,9,1,2,3,7,1,4,3
244650,308,245,392,469,426,449,175,199,223,422,305,329
73608,0,0,0,0,0,0,0,0,0,0,0,0
234724,0,0,0,0,0,0,0,0,0,0,0,0
26887,0,0,0,0,0,0,0,0,0,0,0,0
234725,0,0,0,0,0,0,0,0,0,0,0,0
12308,0,0,0,0,0,1,0,0,0,0,0,0
234728,166,233,232,197,196,180,193,226,220,248,213,185
244653,0,0,0,2,0,1,1,0,0,0,0,0
100861869,0,0,0,0,0,0,0,0,0,0,0,0
234729,2006,2029,2199,1681,1472,1342,1724,2170,2036,3174,2280,2279
244654,9,11,8,13,8,10,14,23,21,8,6,7
76527,0,0,1,0,0,0,0,0,0,0,3,0
101943,2732,3084,3490,2747,2683,2286,2125,2535,2367,4286,3149,2937
100217465,0,1,0,1,4,1,0,1,1,0,1,0
102339,906,938,1072,1082,1105,884,903,1080,997,1497,1177,1044
234730,260,330,318,262,249,229,187,238,225,340,322,278
20444,721,823,919,620,698,509,908,1011,966,991,716,650
13680,1042,1249,1279,817,794,712,730,930,859,1493,1087,984
234733,518,509,649,518,574,448,342,399,397,727,606,554
100628592,0,0,0,2,1,0,2,1,0,1,0,1
234734,2287,2547,2757,2814,2700,2352,1682,2139,1965,4722,3693,3408
72544,226,400,320,190,205,173,160,179,149,330,243,234
353287,0,0,0,0,0,0,0,0,0,0,0,0
319518,450,333,594,597,598,537,400,521,503,665,542,444
434350,73,63,78,109,108,126,71,82,78,93,70,67
20340,6757,6395,8427,8281,7928,6897,5277,6378,5914,9352,6995,6574
100504655,1,2,0,2,0,3,1,0,0,5,2,0
234736,2337,2433,2812,1849,1862,1585,941,1242,1140,2971,2221,2107
547023,13,15,14,27,19,27,10,15,11,25,11,15
74568,413,536,521,1760,1777,1502,252,300,291,590,497,459
338521,0,0,0,0,0,0,0,0,0,0,0,0
319481,371,322,437,275,269,226,246,311,295,553,392,389
170737,1353,1448,1662,1106,1098,916,772,907,909,1986,1581,1418
52815,13,7,17,16,14,13,3,4,4,19,9,11
22640,89,106,113,93,122,97,73,105,90,135,95,84
66473,0,0,0,0,0,0,0,0,0,0,0,0
100861890,0,0,0,0,0,0,0,0,0,0,0,0
12927,23,26,30,13,11,9,10,11,10,8,4,2
23837,895,1296,1070,878,812,663,732,839,752,1328,1098,958
66817,45,49,50,41,39,26,25,28,22,46,38,31
56773,0,0,0,0,0,0,0,0,0,0,0,0
234740,34,42,28,92,63,53,3,15,2,43,35,28
93739,608,854,701,583,539,471,545,641,681,977,690,785
30947,66,71,66,61,44,47,48,63,58,70,53,49
85305,1588,1889,1870,2453,2333,2066,1266,1501,1477,2192,1653,1562
57321,295,350,357,304,338,267,313,450,390,508,343,367
627828,335,330,393,236,267,174,223,247,232,483,357,299
170571,0,0,0,0,0,0,0,0,0,0,0,0
791378,0,0,0,0,0,0,0,0,0,0,0,0
270096,783,766,990,825,779,706,801,968,925,1127,951,862
668110,1,0,2,0,0,0,1,0,1,0,3,1
208936,0,0,0,0,0,0,0,0,0,0,0,0
67528,96,125,91,77,88,63,119,131,96,142,125,102
270097,0,0,0,0,0,0,0,0,0,0,0,0
71122,0,0,0,0,0,0,0,0,0,0,0,0
100504738,0,0,0,0,0,0,0,0,0,0,0,0
403395,0,0,1,0,0,0,0,0,0,0,0,0
80707,130,139,170,109,107,84,115,151,144,189,162,152
17132,8806,10407,10746,5460,5231,4605,971,1212,1202,14372,11201,10145
75465,0,0,0,0,0,0,0,0,0,0,0,0
75796,294,265,340,579,558,524,303,378,302,467,344,331
78213,0,0,0,0,0,0,0,0,0,0,0,0
66531,398,500,416,251,281,237,98,143,132,408,335,327
72155,484,577,610,298,290,242,93,123,99,613,427,452
234776,775,870,1025,966,905,874,762,991,946,1212,933,876
69528,28,18,27,26,39,36,22,19,21,32,31,37
68133,852,1179,983,384,350,330,438,548,527,1163,895,802
76645,100,78,107,35,45,35,97,83,79,113,93,94
63857,0,0,0,0,0,0,0,0,0,0,0,0
209239,203,187,295,165,182,138,165,213,189,442,324,263
100504395,187,112,225,119,131,89,122,116,124,262,200,179
74440,3628,4113,4600,4450,4240,3781,3613,4344,4378,6431,4998,4387
234779,4844,4999,5980,6132,5910,5248,2228,2752,2584,8074,6097,5788
74032,128,133,145,129,119,122,87,123,105,205,158,152
15486,0,0,0,0,0,0,0,0,0,0,0,0
68533,307,382,343,207,228,202,147,196,179,365,323,285
100504406,1,1,2,0,0,1,0,1,0,0,1,2
12554,0,0,0,1,0,1,0,0,0,0,0,0
68196,1682,2282,2072,1714,1622,1393,1892,2120,2132,2816,2213,2151
56690,347,455,423,434,396,351,384,468,424,550,392,347
71839,414,414,476,359,301,301,512,539,582,381,307,299
117148,0,0,0,0,0,0,0,0,0,0,0,0
234788,0,0,0,0,0,0,0,0,0,0,0,0
56453,2252,2431,2727,1791,1620,1524,1635,1893,1834,3180,2291,2199
72552,1101,1297,1367,940,915,831,898,1174,1056,1936,1387,1312
68270,0,0,0,0,0,0,0,0,1,2,0,1
21341,252,260,319,321,303,249,307,325,357,370,304,289
628061,17,18,17,27,10,15,8,13,11,17,20,18
75773,0,0,0,0,0,0,0,0,0,0,0,0
66733,0,0,0,0,0,0,0,0,0,0,1,0
67866,0,0,0,0,0,0,0,0,0,0,0,0
69047,1,0,0,0,0,0,0,1,1,1,1,0
74347,166,187,170,191,177,173,235,293,295,254,201,183
72042,14481,18836,18121,13839,12930,11564,14299,17470,16357,23867,18898,17131
234796,249,297,322,297,284,200,222,245,251,363,259,245
22224,817,831,1048,685,690,623,577,708,666,1140,840,794
78892,34,28,26,24,34,30,14,29,26,24,14,19
102193,1331,1699,1649,1430,1434,1189,1187,1412,1319,2262,1774,1682
234797,1155,1224,1407,655,598,537,1314,1510,1423,1895,1384,1277
436062,1,0,0,0,0,0,0,0,0,0,0,0
382034,1089,986,1368,1320,1329,1083,1197,1619,1424,1462,1053,938
272551,563,741,697,325,307,275,194,243,190,680,558,488
100038388,2,6,3,0,6,7,5,4,8,10,11,4
68918,7,13,8,5,2,1,11,13,6,20,20,13
18117,1074,1268,1282,881,757,695,1066,1297,1198,1559,1164,1028
12857,4662,7361,5546,4689,4566,4019,5193,6649,6240,7291,5665,5234
15900,2835,3017,3396,14554,13867,12214,3451,4047,4012,5737,4460,4184
100503115,20,6,27,114,98,90,37,32,29,42,29,27
68790,0,0,0,0,0,0,0,1,0,0,1,0
15227,0,0,0,0,0,0,1,2,1,0,0,0
234814,270,357,349,330,298,238,157,212,199,329,283,313
14234,5,9,7,3,7,3,7,5,1,2,0,1
14241,0,0,1,2,0,0,0,0,1,0,0,0
76405,0,0,0,0,0,0,0,0,0,0,0,0
72259,0,0,0,0,0,0,0,0,0,0,0,0
76454,570,592,653,512,507,468,489,604,583,595,459,366
67443,1818,2134,2176,1586,1635,1374,2279,2838,2561,3339,2620,2485
142682,350,282,384,228,224,163,230,313,266,391,318,301
57340,9,2,9,5,6,6,6,3,7,6,5,7
234825,617,867,770,637,573,561,521,641,586,977,718,623
100504526,425,384,515,583,517,487,152,176,162,499,395,390
20539,462,473,549,181,188,138,153,240,196,572,391,374
407789,0,0,0,0,0,0,0,0,0,0,0,0
12352,0,0,2,0,0,0,0,1,0,0,1,0
53325,312,412,415,330,315,291,329,379,371,479,382,370
195209,60,47,80,12,13,14,169,242,216,107,65,88
22761,502,581,634,179,188,162,172,228,201,304,243,210
170732,0,0,0,0,0,0,0,0,0,0,0,0
76014,2166,1895,2618,1885,1831,1589,1499,1861,1731,3044,2285,2217
234836,9,13,12,16,36,14,15,26,21,16,10,15
13057,6242,9350,7559,8438,8251,7143,11952,14135,13802,10132,8311,7394
192156,293,409,351,317,284,295,681,748,712,675,537,483
100689703,76,89,110,97,83,71,103,127,142,141,80,78
319574,0,0,0,0,0,0,0,0,0,0,0,0
30927,0,0,0,1,0,0,3,4,2,0,0,0
68718,979,1307,1269,1244,1202,1058,2398,2778,2611,1315,1052,937
66965,289,410,363,306,341,280,240,293,255,415,315,281
234839,6293,5070,7949,5516,5086,4525,6858,8318,7820,8855,6652,6152
67177,1391,1663,1697,1009,938,883,693,867,813,1448,1237,1082
11821,1779,2759,2126,1348,1304,1128,1102,1330,1204,2088,1614,1403
50917,1054,1278,1317,900,854,730,869,1053,960,1676,1218,1142
59005,449,656,602,542,491,446,455,556,483,732,645,578
382035,0,1,0,0,0,0,0,2,0,0,1,0
12398,120,125,170,212,233,213,161,211,164,158,118,105
319463,0,0,0,0,0,0,0,0,0,0,1,0
382036,2,1,3,22,25,21,17,17,12,4,2,2
257633,255,238,295,258,258,204,167,213,207,285,239,223
12555,0,0,0,0,0,0,0,0,0,0,0,0
77087,4370,5087,5317,6750,6407,5841,3113,3719,3731,6719,5240,4782
100503178,69,96,126,117,140,132,100,110,112,130,100,105
234847,1333,1710,1548,1483,1442,1320,890,1161,1123,1892,1533,1379
100861897,1,0,2,0,0,2,0,0,0,1,0,0
270106,3835,5469,4641,4563,4377,3980,3785,4495,4223,6163,4691,4396
100302565,0,1,4,0,3,1,1,1,3,0,4,2
102278,0,1,1,1,3,2,1,0,1,0,0,1
57429,0,1,0,0,0,2,0,0,0,0,0,1
13479,7,10,13,0,2,0,6,5,8,0,0,0
234852,2025,2762,2530,2452,2374,2125,2277,2715,2573,3454,2594,2450
320869,0,0,5,5,0,1,2,1,4,2,2,3
234854,277,380,390,307,313,263,452,530,494,390,333,263
78779,147,153,141,128,131,112,103,107,110,201,131,131
71186,7,8,7,4,13,13,6,11,10,9,8,8
72325,686,790,879,1099,1026,991,780,931,905,1239,926,908
57247,407,411,526,570,513,453,397,475,532,571,487,428
14087,646,535,782,585,583,481,174,199,186,865,630,672
234857,2,0,1,2,0,1,0,0,1,0,0,2
66855,3012,3405,3731,3619,3498,3116,3505,4519,4369,5267,3972,3695
17199,0,0,0,0,0,0,0,0,0,1,0,1
22152,3,4,3,18,20,15,5,9,4,3,2,4
23854,682,822,833,880,928,755,536,593,553,1034,750,651
114896,1767,2196,2085,1468,1352,1190,1203,1541,1339,2603,1931,1846
72185,34,30,43,44,52,37,37,39,35,46,37,37
104346,322,372,364,307,289,262,234,265,255,529,430,372
100861471,0,0,0,0,0,0,0,0,0,0,0,0
100861472,0,0,0,0,0,0,0,0,0,0,0,0
100861473,0,0,0,0,0,0,0,0,0,0,0,0
100861474,0,0,0,0,0,0,0,0,0,0,0,0
100861475,0,0,0,0,0,0,0,0,0,0,0,0
100861477,0,0,0,0,0,0,0,0,0,0,0,0
100861478,0,0,0,0,0,0,0,0,0,0,0,0
100861479,0,0,0,0,0,0,0,0,0,0,0,0
100861480,0,0,0,0,0,0,0,0,0,0,0,0
100861481,0,0,0,0,0,0,0,0,0,0,0,0
100861482,0,0,0,0,0,0,0,0,0,0,0,0
100861483,0,0,0,0,0,0,0,0,0,0,0,0
100861484,0,0,0,0,0,0,0,0,0,0,0,0
100861486,0,0,0,0,0,0,0,0,0,0,0,0
100861487,0,0,0,0,0,0,0,0,0,0,0,0
100861488,0,0,0,0,0,0,0,0,0,0,0,0
100861489,0,0,0,0,0,0,0,0,0,0,0,0
100861490,0,0,0,0,0,0,0,0,0,0,0,0
19804,0,0,0,0,0,0,0,0,0,0,0,0
100861491,0,0,0,0,0,0,0,0,0,0,0,0
100861492,0,0,0,0,0,0,0,0,0,0,0,0
100861493,0,0,0,0,0,0,0,0,0,0,0,0
100861494,0,0,0,0,0,0,0,0,0,0,0,0
100861495,0,0,0,0,0,0,0,0,0,0,0,0
100861496,0,0,0,0,0,0,0,0,0,0,0,0
100861497,0,0,0,0,0,0,0,0,0,0,0,0
100861498,0,0,0,0,0,0,0,0,0,0,0,0
100861499,0,0,0,0,0,0,0,0,0,0,0,0
100861500,0,0,0,0,0,0,0,0,0,0,0,0
100861501,0,0,0,0,0,0,0,0,0,0,0,0
100861502,0,0,0,0,0,0,0,0,0,0,0,0
100861503,0,0,0,0,0,0,0,0,0,0,0,0
100503230,0,0,0,0,0,0,0,0,0,0,0,0
69581,46,23,29,14,13,14,51,50,50,24,22,19
234863,0,0,0,0,0,0,0,0,0,0,0,0
19341,75,105,128,63,65,64,86,104,113,209,121,112
100043296,6,5,4,1,4,3,0,2,1,7,1,3
73420,500,627,599,189,186,151,266,323,288,698,524,479
11459,1,2,3,3,2,1,1,2,6,0,0,3
234865,1037,1156,1154,784,784,688,579,733,596,1301,1040,1010
56199,446,505,518,385,386,275,338,362,370,662,488,445
100861938,0,0,0,0,0,0,0,0,0,0,0,0
102162,369,428,506,450,414,349,437,508,526,629,466,473
100316819,1,0,0,0,0,0,0,0,0,0,1,0
382038,465,507,597,401,366,352,356,431,389,691,502,548
108148,3719,4183,4581,5529,5361,4542,2108,2490,2339,6585,5060,4579
69062,1,1,2,4,5,1,1,2,0,2,1,0
209966,1,5,7,254,263,227,5,7,3,1,4,1
76332,720,831,871,786,796,742,756,951,914,1121,875,797
11606,1,0,0,0,0,0,0,1,1,0,1,0
73647,1,0,1,0,4,0,1,2,2,0,0,0
69551,260,346,302,274,327,251,489,594,508,406,344,267
234875,1014,1087,1279,1002,976,873,729,924,838,1580,1197,1135
68865,49,53,67,70,53,60,51,61,44,72,51,59
69627,1,5,8,4,5,4,2,7,8,6,4,4
330863,0,0,0,0,0,0,0,2,0,0,0,1
66523,333,407,384,314,318,257,282,393,371,497,373,336
14712,1230,1349,1492,1192,1203,1079,971,1113,1037,1818,1358,1277
102058,769,845,951,703,665,607,768,956,931,1306,969,824
244666,359,329,435,355,396,321,386,404,416,580,449,408
112405,1158,1370,1482,1228,1193,968,863,992,977,1742,1359,1198
53424,1254,1703,1511,1286,1142,1146,908,1143,1075,1785,1444,1328
244667,155,154,219,239,238,194,101,123,116,279,193,197
244668,1209,1137,1458,788,701,630,410,562,490,2305,1705,1645
75930,0,0,0,0,0,0,0,0,0,0,0,0
74393,21,20,32,31,34,20,22,17,21,49,40,32
66566,429,499,511,517,454,380,209,208,191,887,663,632
270109,4,6,10,5,5,6,1,0,4,5,5,5
234878,1,0,0,0,0,0,0,0,0,0,0,0
16525,0,0,0,0,0,0,0,0,0,0,0,0
210027,0,0,2,0,0,0,0,0,0,0,1,1
67892,177,290,238,206,204,163,167,192,195,315,271,229
212728,218,193,292,82,95,75,202,224,221,289,179,194
100861955,3,5,1,1,0,0,3,3,1,3,5,2
270110,3204,3562,3904,2084,2041,1753,2928,3530,3416,4707,3426,3113
414091,8,12,14,10,7,2,8,7,6,11,12,5
67952,1440,1744,1791,1532,1435,1296,1480,1861,1806,2406,1797,1715
52202,437,538,510,429,398,352,363,485,462,667,489,486
93742,6,5,11,3,4,1,2,1,11,1,1,0
628847,0,0,0,0,0,0,0,0,0,0,0,0
18186,8323,8874,10155,8627,8606,7335,5888,7386,6754,15789,11912,10879
100316680,0,0,0,0,0,0,0,0,0,0,0,0
16412,13856,15518,16605,9981,9697,8195,11124,13954,12752,26793,20608,19218
100042659,0,0,0,0,0,0,0,0,0,0,2,1
74703,0,0,0,0,0,0,0,0,0,0,0,0
75453,0,0,0,0,0,0,0,0,0,0,0,0
72139,105,111,116,100,88,76,90,106,92,136,117,104
100862012,257,430,354,290,291,246,404,478,487,399,293,291
100628572,0,0,0,0,0,0,0,0,0,0,0,0
114673,0,0,0,0,0,0,0,0,0,0,0,0
67667,183,191,215,178,192,167,151,178,167,304,230,218
244672,543,676,651,777,745,628,444,652,526,823,655,578
234889,0,0,3,0,0,0,0,0,0,1,0,0
67618,228,285,289,217,224,192,227,262,257,253,232,214
69149,36,72,41,40,28,34,49,54,45,65,40,40
78100,617,767,781,688,622,528,672,847,775,1104,872,796
14802,0,0,0,0,1,0,0,0,0,0,0,0
12362,1338,1671,1597,4211,4038,3578,1449,1781,1640,1986,1603,1443
12363,179,221,227,1020,861,831,201,249,237,910,739,644
12364,2,5,6,224,208,188,3,2,2,52,38,33
71785,0,0,0,0,0,0,0,0,0,0,0,0
71829,0,0,0,0,0,0,0,0,0,0,0,0
110350,92,87,139,133,140,96,144,247,177,230,156,163
76863,786,1093,925,897,835,738,689,911,866,1301,1043,896
17386,186,194,171,750,726,646,1133,1385,1215,357,262,243
17381,3108,3283,3337,215,237,239,115615,141095,132310,4121,3086,3120
83996,0,0,0,0,0,0,0,2,1,0,0,0
17392,12,5,5,0,0,0,0,0,0,0,0,0
83995,0,0,0,0,0,0,0,0,0,0,0,0
17384,0,1,1,0,0,0,5,5,2,3,5,6
17394,342,389,417,264,244,224,154,199,147,1209,902,862
234911,64,80,101,24,35,21,50,68,57,808,559,548
30800,0,0,0,0,0,0,0,0,0,0,0,0
17393,0,0,1,0,0,2,0,1,1,2,0,0
71929,3647,3909,4293,3067,2980,2644,3113,3763,3650,6374,4754,4453
11797,431,416,481,851,819,679,391,403,427,576,473,419
11796,708,736,776,1075,1071,945,912,1134,1087,2040,1642,1500
22601,16,13,22,11,8,12,15,20,8,1,3,3
234912,0,0,0,0,0,2,0,0,0,0,0,0
234915,1,2,2,0,2,1,4,0,3,3,0,0
76669,0,0,0,0,0,0,0,0,0,0,0,0
100316772,0,0,0,0,0,0,0,0,0,0,0,0
22068,1,0,3,0,1,0,1,0,3,0,0,1
18667,38,23,28,6,5,2,19,14,14,34,19,13
791396,1,1,6,0,0,0,1,6,2,4,2,8
71544,5,2,5,2,1,0,4,3,1,1,0,0
100579151,0,0,0,0,0,0,0,0,0,0,0,0
244682,0,0,0,0,0,0,0,0,0,0,0,0
78219,0,0,0,0,0,0,0,0,0,0,0,0
77532,185,197,212,244,269,219,204,245,218,278,196,224
66396,933,895,1198,946,864,783,612,810,739,1378,1129,1015
270118,274,314,393,718,645,608,443,596,511,447,338,297
18689,6,8,2,13,16,14,5,10,10,4,1,2
77116,1417,1534,1653,1268,1215,1142,978,1296,1153,2216,1648,1575
74360,790,913,956,566,541,488,411,453,445,1135,840,799
72826,1301,1325,1525,1252,1192,1065,736,988,998,1985,1552,1414
75747,141,105,132,322,337,310,62,75,58,208,140,136
71946,1862,2074,2434,2173,2112,1780,1600,1934,1809,1618,1181,1102
244694,6,1,1,0,0,0,1,0,0,1,1,0
66070,1738,2420,2045,1629,1509,1351,1207,1478,1444,2570,2121,1941
75723,57,56,88,14,25,18,26,35,45,26,24,15
330890,1,3,8,27,9,17,7,8,3,2,2,3
14345,128,169,152,618,632,583,119,159,154,184,153,143
69325,4,0,1,1,0,0,0,0,0,0,0,0
56503,269,335,373,237,233,191,302,377,338,432,322,305
17535,581,604,616,578,475,412,328,464,372,831,579,549
14608,0,0,0,0,0,0,1,0,0,0,0,0
64931,0,0,0,0,0,0,0,0,0,0,0,0
55991,383,429,401,333,292,268,275,278,296,496,392,388
244698,0,0,0,0,0,0,0,0,0,0,0,0
69137,0,1,0,0,0,0,0,0,0,0,0,0
234959,866,958,956,830,887,750,783,931,829,1377,1118,1074
70984,743,742,854,950,875,816,1186,1455,1340,1360,1000,950
75316,387,525,421,504,415,392,395,457,419,626,490,447
319675,783,618,986,735,678,611,422,476,478,1157,882,789
100216535,10,10,15,9,14,6,2,9,2,24,2,8
170748,50,59,55,57,45,42,51,63,64,58,54,46
234964,0,0,0,0,0,0,0,0,0,0,0,0
78025,0,0,0,0,0,0,0,0,0,0,0,0
234967,472,440,572,400,394,336,870,1101,1067,915,744,666
244701,0,0,0,0,0,0,0,0,0,0,0,0
270120,660,399,803,596,594,434,527,625,585,2455,1735,1672
66917,1159,1448,1362,1202,1173,1028,922,1212,1121,2016,1578,1433
72560,3,4,2,6,2,3,2,5,5,1,1,4
546118,0,0,0,0,0,0,0,0,0,0,0,0
234988,0,0,0,2,0,0,0,2,2,2,0,0
72230,17,19,33,51,50,51,22,34,29,23,16,25
73503,0,0,0,0,0,0,0,0,0,0,0,0
73732,0,0,0,0,0,0,0,0,0,0,0,0
18322,0,0,0,0,0,0,0,0,0,0,0,0
258598,0,0,0,0,0,0,0,0,0,0,0,0
259070,0,0,0,0,0,0,0,0,0,0,0,0
258559,0,0,0,0,0,0,0,0,0,0,0,0
258075,0,0,0,0,0,0,0,0,0,0,0,0
258074,0,0,0,0,0,0,0,0,0,0,0,0
257872,0,0,0,0,0,0,0,0,0,0,0,0
258557,0,0,0,0,0,0,0,0,0,0,0,0
258558,0,0,0,0,0,0,0,0,0,0,0,0
258560,0,0,0,0,0,0,0,0,0,0,0,0
258249,0,0,0,0,0,0,0,0,0,0,0,0
258279,0,0,0,0,0,0,0,0,0,0,0,0
258518,0,0,0,0,0,0,0,0,0,0,0,0
258520,0,0,0,0,0,0,0,0,0,0,0,0
258516,0,0,0,0,0,0,0,0,0,0,0,0
258907,0,0,0,0,0,0,0,0,0,0,0,0
258908,0,0,0,0,0,0,0,0,0,0,0,0
258515,0,0,0,0,0,0,0,0,0,0,0,0
258517,0,0,0,0,0,0,0,0,0,0,0,0
244713,340,343,403,419,374,333,291,354,362,408,346,303
624341,2,2,2,3,3,0,1,6,0,1,2,0
257963,0,0,0,0,0,0,0,0,0,1,0,0
18358,0,0,0,0,0,0,0,0,0,0,0,0
258519,0,0,0,0,0,0,0,0,0,0,0,0
258521,0,0,0,0,0,0,0,0,0,0,0,0
258555,0,0,0,0,0,0,0,0,0,0,0,0
258336,0,0,0,0,0,0,0,0,0,0,0,0
258551,0,0,0,0,0,0,0,0,0,0,0,0
257898,0,0,0,0,0,0,0,0,0,0,0,0
258552,0,0,0,0,0,0,0,0,0,0,0,0
258550,0,0,0,0,0,0,0,0,0,0,0,0
57251,0,0,0,0,0,0,0,0,0,0,0,0
258905,0,0,0,0,0,0,0,0,0,0,0,0
258553,0,0,0,0,0,0,0,0,0,0,0,0
258822,0,0,0,0,0,0,0,0,0,0,0,0
258554,0,0,0,0,0,0,0,0,0,0,0,0
18315,0,0,0,0,0,0,0,0,0,0,0,0
434377,106,101,120,104,92,77,80,100,101,129,111,108
22688,529,575,645,630,637,546,404,518,435,819,653,624
235028,255,242,290,311,209,291,213,275,310,386,316,292
77519,474,491,511,549,512,452,329,429,381,665,452,483
244721,74,83,98,88,74,78,78,108,91,116,65,75
66662,5,9,14,9,9,7,21,11,14,13,11,8
30843,123,106,119,210,196,170,112,140,135,139,112,111
66177,1328,2120,1631,1491,1528,1373,1235,1624,1453,2106,1625,1607
23988,756,1013,946,662,657,588,632,824,785,1152,868,790
244723,2,2,3,0,0,1,2,2,3,2,0,0
53867,13,18,28,0,1,2,3,7,4,2,1,3
235033,0,0,0,0,0,0,0,0,0,0,0,0
319278,232,238,300,349,364,274,130,199,159,346,256,232
70726,18,37,31,23,21,18,24,35,29,19,25,25
235036,370,473,442,358,379,300,478,585,579,474,348,323
53356,1100,1594,1307,1189,1186,1019,997,1211,1115,1484,1205,1139
13433,6987,7101,8866,6007,5654,4887,2486,2970,2881,9342,6998,6622
14739,1739,2137,2164,3315,3036,2866,1615,1963,1918,3219,2447,2453
66163,850,1077,1037,957,928,838,673,855,807,1167,970,863
15894,1383,1525,1607,4556,4285,3821,674,862,722,3522,2534,2372
78369,5,6,14,7,10,5,4,2,2,4,10,5
100503553,0,0,0,1,0,0,0,0,0,0,0,0
15898,14,13,17,30,24,29,37,34,20,6,9,11
100316681,0,0,0,0,0,0,0,0,0,0,0,0
100009600,6,3,4,4,4,1,2,4,5,5,6,0
68165,384,552,362,372,364,317,379,490,496,530,438,341
71766,2498,2591,3274,3043,2930,2555,1295,1577,1543,3375,2436,2378
54721,1895,1818,2304,4427,4262,3612,2022,2358,2309,2712,2129,1926
12539,4083,5517,4916,3999,3854,3408,2898,3499,3261,5528,4281,4081
18577,552,447,644,570,553,523,279,386,345,680,502,433
100503569,25,13,15,40,28,34,30,29,27,19,22,18
50868,1325,1688,1778,1923,1917,1525,1104,1331,1222,2003,1541,1450
94226,1,0,0,0,0,2,1,7,1,2,0,0
235040,345,440,451,418,371,309,329,404,363,609,437,386
215194,614,568,672,715,665,576,512,689,621,1064,743,779
12581,896,1155,972,543,555,432,242,255,263,1669,1333,1140
11768,3,1,1,4,4,4,0,0,1,3,1,0
68682,1607,1694,1925,1699,1656,1454,1036,1243,1151,2177,1563,1722
16201,1582,1605,1910,1577,1528,1232,1080,1411,1232,2482,1855,1673
330902,1,1,1,1,3,2,0,1,2,2,1,3
60507,119,135,142,111,100,106,82,103,117,208,162,162
13430,3749,3911,4526,4455,4308,3808,3236,4030,3639,7178,5427,5073
387194,3,2,2,9,2,3,2,10,3,5,2,5
17083,319,447,426,291,284,240,208,256,223,523,395,357
382062,1112,1480,1395,3505,3205,2966,959,1276,1159,2725,2031,1934
59035,548,544,805,597,504,464,558,677,631,823,643,592
74766,205,256,290,290,288,244,170,212,220,344,225,234
69773,609,756,779,695,709,639,835,977,823,1072,888,787
666043,0,0,0,0,1,0,1,1,4,1,0,1
100316714,0,0,0,1,1,0,0,0,0,0,0,0
20586,4389,5104,5638,4805,4744,4192,3502,4326,4054,6888,5292,4879
16835,1847,1763,2202,707,645,611,2947,3633,3274,3904,2910,2716
67629,578,861,727,441,395,335,105,132,107,716,531,462
235041,1052,1098,1265,506,470,450,299,347,347,2328,1790,1651
319899,306,306,360,374,397,387,171,205,192,460,363,325
624219,2,1,6,1,1,6,1,1,0,1,0,2
100503623,0,0,0,0,0,0,2,0,0,0,0,0
19340,916,976,1122,756,723,583,888,1064,1058,1180,927,816
235043,210,333,273,326,289,287,221,292,248,286,232,256
67119,22,30,27,50,27,27,15,17,19,32,33,30
235044,59,79,99,67,54,53,18,31,21,86,63,66
66962,108,111,109,96,98,73,100,126,107,151,87,89
13857,31,32,27,5,4,2,5,8,5,42,34,35
71746,84,105,142,78,73,66,66,78,55,128,88,77
77609,3,10,8,10,3,7,0,4,4,6,6,5
19089,1758,2074,2167,1917,2021,1679,1558,1860,1823,2790,2166,1968
15571,1,1,0,0,0,0,0,0,0,1,0,0
319601,175,188,222,173,167,148,160,171,199,274,198,188
100503652,52,64,71,53,54,54,76,67,87,79,73,52
26940,210,236,219,201,155,172,142,179,202,281,206,186
625409,0,1,5,2,2,1,1,0,2,2,0,0
12797,18,19,16,20,14,13,13,26,27,5,3,5
66126,718,907,795,593,573,544,467,607,535,1011,766,754
11433,89,81,79,42,19,36,1353,1640,1603,84,67,70
66268,181,196,190,171,156,120,123,137,137,253,157,180
619310,0,0,0,1,0,0,0,0,0,0,0,0
69862,0,0,1,0,0,0,0,0,0,0,2,0
235047,230,263,304,379,353,345,210,254,262,366,302,267
235048,22,9,13,22,23,18,4,7,2,13,7,9
235050,143,133,141,354,323,283,68,112,105,205,140,149
625603,1,13,5,2,2,4,2,0,0,1,3,3
68743,3084,3127,3743,1364,1320,1144,508,606,494,3852,2811,2797
